antigen,trav_1,trav_2,trav_3,trav_4,trav_5,trav_6,trav_7,trav_8,trav_9,trav_10,trav_11,trav_12,trav_13,trav_14,trav_15,trav_16,trav_17,trav_18,trav_19,trav_20,trav_21,trav_22,trav_23,trav_24,trav_25,trav_26,trav_27,trav_28,trav_29,trav_30,trav_31,trav_32,trav_33,trav_34,trav_35,trav_36,trav_37,trav_38,trav_39,trav_40,trav_41,trav_42,trav_43,trav_44,trav_45,trav_46,trav_47,trav_48,trav_49,trav_50,trav_51,trav_52,trav_53,trav_54,trav_55,trav_56,trav_57,trav_58,trav_59,trav_60,trav_61,trav_62,trav_63,trav_64
RH5,732.172585228932,6965.79258615492,618.62922060466,1497.25861388692,1176.82620304248,11384.981928169,902.196609134562,649.451496809599,5029.96554391862,2748.86769561757,1064.02992544089,1330.70070709673,1080.5628102141,2346.3826350812,1466.58510638278,2440.01917943706,1358.86822861812,1935.92123334612,1408.08055903903,429.441692453142,557.118893701633,760.456200269029,2460.91036096684,524.456586234229,1521.31206414415,14525.9711351209,1688.78506176594,823.042071411154,499.900185700785,1343.98180533608,866.793865732787,709.126568752907,4637.1324625303,588.7237557648,843.109816987582,917.593210953986,836.48087099773,2251.75554196579,1329.33528599866,813.853312589282,4965.18778417753,1632.49407305784,3173.34303063199,2017.09999906249,1937.82061029898,2204.2342135071,1096.77293523337,885.328595881649,997.209335360982,1542.98879321246,806.162006201014,1176.88741266922,899.543675452152,788.106868247668,782.28398424319,1912.33592618305,1182.3273379545,3783.17791119134,4609.71396961375,4085.88930462584,719.649051469521,1009.50452429925,20190.5429579284,1079.40686726822
RHOPH3,898.63575242841,43328.3185915237,752.572822129663,1350.20969279764,1265.44861093723,135830.059530817,891.900134997075,603.688088497755,2660.94999004071,2771.3490240889,1478.6696694164,1452.79704891249,1814.63499717087,2625.57951071703,2165.18161448223,2715.28827314741,1497.97950646547,3534.40720380442,2703.06551045109,332.315050478034,814.865483103163,676.565525560702,14367.448709979,556.044104428011,8528.43920629246,63079.6329152217,1117.66468922822,1136.2897808586,304.587729519337,3547.1703861539,2338.51733855452,750.343062948338,30634.8833301437,576.257307277351,872.752774735353,922.728917580719,764.010229238186,2727.04311977277,12113.9229588705,1316.51201070077,23108.6829384839,874.452684483964,2852.8409031651,1692.26036900708,1416.722646385,1595.08980743165,1851.69704096827,777.432512771406,663.516584496011,1845.0997503119,890.888854863568,783.315526329461,740.223934315797,967.070180007651,879.270617854387,1369.09306617144,1437.94123269524,5280.46242687632,7891.60260253105,4606.10060915369,1076.01356583876,1104.74930879293,14368.6742904875,2101.19223388025
RIPR,214.973987885471,194.289802820503,258.705439592397,556.996389119389,527.435410669132,663.950773053022,375.017810761347,474.035441969778,432.311981984666,397.757369564482,534.346098689912,138.91382963727,137.174531285923,507.513704561465,563.32647774883,282.401011632233,168.624567527068,448.458427889514,265.871075653573,197.336165413534,273.887364631616,238.845920117875,536.790067983201,135.505465220806,272.002334784754,131.427660931285,248.462219882245,145.061405509624,59.9788570709564,249.394784502021,50.0138330034583,230.139044188309,224.069534458497,130.318887099825,191.261357794765,124.295634735454,100.120576454565,97.7659335524484,110.75515092121,99.3688061262543,141.786813136415,92.1838939575735,216.112053928084,246.236383296416,90.4075092705963,85.4045488545145,73.2943253665125,40.6408830423927,81.843425347675307,62.3322053189348,128.784740845216,56.9677561023452,68.4671777569996,93.6223130978647,81.1047237194606,93.6361833920398,49.7105435269923,235.892840396664,252.099423862783,192.822109043867,64.4729256769117,105.843909472836,457.733314226611,68.2350509278905
RON3,1923.82598558687,2669.51128927655,917.568503124279,1733.11305720933,1097.32500749451,5443.01796628478,1262.45521778321,1001.56206972862,7559.88705954909,2973.28284830652,2324.57371093121,2843.88629447609,4846.02289742231,2542.1523778462,2401.5434499818102,3014.32297489765,3060.43922477039,3514.20614521344,3240.46656377836,1003.92813968387,790.914654691512,1426.32146574949,2704.51704801138,1162.97264145469,2627.24676320197,6027.93987381494,1728.2640088494,1932.65810040386,1970.0582829495,1468.44847965933,2805.17148717463,1518.76415600317,2037.35776392685,1858.51842679213,1405.45656977935,1134.83782239837,1323.06213379064,2140.31658578405,2161.98178196533,1679.76329086589,3692.13024508372,2453.89044076914,12350.8322658339,2368.05749924926,3106.57561114484,4715.11661179611,1323.082930029,2048.69493753362,1760.02261702853,3536.31274612307,1044.97350776649,2667.33978302927,1256.10905884817,1242.74968963289,1042.47595637164,1297.35813073372,1524.03909590175,6367.31481959949,6672.50747220783,4567.07791895467,2726.87381262422,1416.0590616279,29569.0353250791,1805.79287563746
RON6,1082.0338802824,4760.52010226712,758.689143390961,1047.60451817026,1094.33046471844,7076.1217357363,1229.44226528493,836.175059607665,5791.74943621627,3125.03109367599,5148.61083117751,2109.83846559074,10400.151584178,2597.71513223213,1705.81336020903,2399.50268335433,5300.9735446564,2968.91620897832,7191.28759920334,665.958798296123,548.601775685673,1175.35842548358,5798.55902240603,921.098275998512,4448.99987950784,6364.86890467441,1233.6945468932,1382.87331244315,873.385194881496,3160.977708754,7663.09814220078,965.543086317238,1803.18943638416,722.454797392828,1792.09238922505,1330.49544359209,1049.40793296397,2948.82783948687,5353.29557741269,2629.19917589904,8158.74764846186,2972.04838538419,13247.2494611455,4179.23681797533,5943.06252551698,3298.44377409092,1333.18082343079,1352.30998879879,1989.91676015684,4079.45384535576,754.793509621811,2592.43076525285,965.702705263043,1627.54123871111,963.295127644733,1151.4723037415,1676.43597549465,6479.67217151143,6156.49658500815,4231.59569888335,2181.29099523546,1308.27667437321,28994.5411483606,1471.88749363428
SERA2,1454.39313565836,6701.28054245825,1659.74183161735,1727.33034962216,1630.44499729099,29067.9777955141,1947.51508882502,1471.35683227964,8302.30016604012,4757.92607539362,8231.14705388538,2677.31607750424,5132.70962225164,3651.66365222945,3639.70183533075,4234.51238965538,4624.89128619371,3281.47508437234,4187.57214264563,1238.78368466454,1209.39344590276,2005.69148085556,4132.41729589156,1719.0019123217,4355.0969619185,9117.50386263722,2808.71680491371,4694.77269350985,4899.96605536885,3708.86593974061,1641.30486570595,2850.97850116732,3369.24166667844,3585.57336709921,1696.40743654353,3426.02732843007,2148.81912596805,3705.21322766976,5397.47424661915,3003.88071690798,6780.09320023373,2140.95188882888,5080.39887167508,2334.38271900035,11457.3715121154,4344.10047950905,2555.69406778329,1659.3360955565,4095.27571852305,16791.1592174959,1703.65223351732,1968.08941990827,1522.36238804848,1840.80731471415,1613.75490183741,2309.68024821658,4319.82923004612,9384.45772507777,10967.028615793,9753.2255278993,2757.6818819589,2448.12889598496,35588.200974486,4801.30196337504
SERA3,2648.00993981894,53576.4222222219,4559.1130293945,2888.24191893183,2191.11352458268,64802.1844396585,2952.28785785083,1794.01037169439,14789.4963433625,12598.1876128838,5875.97797515913,3391.91252842877,13185.0505631463,4792.58767101525,3561.59151848596,5188.30944565301,5915.10905094847,10638.5076242899,12995.7276186172,1582.5902481303,1830.03660437516,2988.71486627726,12779.4085295738,2311.94568419287,13411.9478205999,60069.8407419463,3118.20535973586,7503.14925465631,3503.5850619014,18726.5168072002,3663.24352190174,3606.71385793908,35550.8693950073,2778.22787954639,6533.42552590923,3492.30828944534,4536.3031990037,9616.69389084206,12584.0810863227,6420.0390653303,28128.9409604039,3736.11221481117,13497.4198162351,14017.3398530427,4023.09055607075,9439.55822055229,2722.14234301194,1667.30487265897,2711.25168501599,9723.47790386321,1966.29553258142,2449.97970222151,1826.93998894959,4000.875545874,2088.8374304843,3089.9286288508,2130.57757351584,9665.74802384928,13368.8767574133,8386.53731705115,3819.46399168988,2430.00845472468,32471.6138827661,4339.9941811826
SERA4,1283.9741673848,90924.3477919248,920.514881599256,1720.27946201946,1853.75369389519,249924.338790827,1781.26624391232,1021.18103076862,5320.9774124938,8154.40444326211,3988.45622639375,2052.94672919382,6548.49672041631,4514.05411154703,14034.752517637,4310.38846680826,2789.72081768874,9370.10790658393,4880.58387234466,737.084976950234,1166.66862139814,1434.39632072859,28554.3232970434,1413.25808637451,33687.837684182,124656.970435379,2308.5536562949,4124.0835793612,925.802171229137,8823.47675079505,9858.12275578866,1103.40647916916,68197.8280122583,1080.33097497874,4781.59380375156,1111.72293642541,1580.57070123486,5695.60624901697,186472.980990049,6612.38300267716,99903.9345593142,1908.64624237858,7327.0144522637,2905.16818748029,3618.36986140606,7449.65974533445,4026.10218501822,1728.0168967245,1648.57547151449,6037.32502237686,1536.17066967833,2158.60248178646,1861.52723033482,1697.1192267687,1560.78686452266,3290.8363950097,2994.32309986938,10306.1780963248,12781.2266781139,10722.8512396452,1405.38541148832,2410.98801018714,36229.1355412444,6035.54884088225
SERA5,4864.46843502114,163850.136549668,2127.89674198236,55491.3840557566,2101.29852059833,204401.978847563,6762.14095956903,15667.7585872728,12032.7041186255,11543.2309469188,98589.3593174087,5436.08204022962,58597.47736374,17035.9767463218,8417.92734391255,6473.5307799853,135323.087725316,7830.57010822625,11180.6485131542,2139.99162624655,1872.50898928512,3532.82178741211,29531.3647306081,21630.9682528897,12790.1832021732,174850.057177621,4952.42704273589,4954.31125039056,2679.8763156755,50480.7177860047,18501.1209502904,66474.8238737435,54712.7132001834,9389.46143850287,14134.9560730249,1583.77201228289,87227.3409192639,19004.5032679617,132588.442513612,24125.1571216802,90133.9645704615,5323.37563219257,21356.4667519732,47601.5743815583,12599.0591342896,39785.0048974771,221622.994824136,1785.93589816854,8931.83684989506,16274.5101790476,1363.25358026534,26035.375572305,1828.54234405476,2065.19328675458,1804.71830275689,2890.43918606445,41743.3129829585,13801.5654354136,200558.553918429,197440.904107122,6752.47042594451,4890.96137709578,74527.4612762958,8983.18896407273
SERA7,3695.26275776393,5151.66797408919,1366.62953512759,1302.33414292973,1285.53245999691,7482.42769917197,1256.12033181844,1574.90323768586,7085.49830091294,3074.55195320134,3176.21413859904,2349.62645556841,6713.94620093939,3366.64780932368,2858.28003211709,3225.23123298665,3525.83589069175,2726.14856307985,3529.06846053808,1084.93534028946,869.841896480197,2116.69192228783,4761.92702340356,1779.94345887378,5889.76768650086,8438.78513924679,2442.18077310419,1898.62781206074,2239.43934265079,3209.66454353587,3445.80106176294,2091.0515364837,3904.2981557838,2442.53471217311,3445.1510337876002,2481.66216870795,2437.58938548394,3583.38346375365,7528.48318460169,2718.3848881652402,8199.73340598337,1902.92628594129,11090.1499272796,2223.15255032919,5624.4954503452,4360.81079501201,1448.3010572578,1861.53661012341,1798.6882183988,4308.06294326998,1077.59783648177,2137.28177969608,1332.94642732602,1460.27688913851,1144.47444533045,1590.39318468349,1920.62114333176,7455.76442060222,7783.80682282359,6043.27355753888,2584.97891482327,1923.74977802445,28539.0796177716,2482.06644318036
SERA9,1907.37664298817,19816.0229442073,601.632230106768,1058.27103417068,822.991955056283,9338.77125075804,755.8958635152,643.828619298856,3833.27310134304,3344.00758950074,1452.29226492193,2239.30108313052,3304.92335125996,2559.85369048928,1681.32348532087,3109.67266971204,2325.99748744224,2166.47561942804,1473.87656099232,474.15151197034,703.920499635498,1201.16570860138,7604.12048537551,933.913144748257,6101.72932126644,4257.52304847505,2137.72189930748,1412.88639395478,742.024435951858,1050.51353718446,3345.91472945828,958.752868573853,1857.75780299552,905.195472642974,1066.55850752324,1098.25263117452,914.86114197743,2073.62935062422,5003.10232668833,2688.10201196871,5982.35991815104,914.393824190144,3814.06277236009,1976.89900118943,11253.8306069672,2538.87985311237,1108.01653669617,1221.95886378437,871.862586663432,8688.34918860448,742.044814115234,4541.03503630523,748.045595534915,1021.70853859482,946.008788078646,1334.84929465677,7616.37816543695,4333.77609781366,5910.84428324101,3985.64452040865,870.24127988405,1322.32412942356,9968.70523903515,1515.84244764218
SPATR,3859.5863953083,36341.7903250577,7291.32308405406,4660.08018029927,2597.97469344824,15123.7109738032,3066.12460502905,4862.29342461015,17248.693043985,9592.59520404483,9160.57304146721,3187.87632189781,7042.07435161882,5535.29289508844,5379.92167742724,6231.21755894758,16069.8269983363,5930.54509676617,9155.59338065774,9980.42593391626,3178.86974148913,3772.42801321088,4422.75267510157,5924.59756088312,10365.6809207298,44245.0413316878,6153.3976208649,6720.22281705941,7409.47672522983,5273.80234027916,17887.4940931893,6293.18839666106,6462.68952921158,3097.39100180045,4002.15134800591,4109.53236770953,7228.38521603671,15444.1585548027,14164.2749960681,6726.79136694146,11775.8108575675,10001.3773985329,6227.49925340784,10614.1922692496,4346.87461866185,13388.4396766172,22255.4752731255,2886.2661379105,5087.65619924471,8157.50038686996,2385.98099315707,4208.95921161982,3128.30829163391,2782.98690041026,2184.78981552588,3998.85320319504,5469.72147954958,7194.69586251579,11955.6165774309,11123.7982925466,17277.8788896073,3344.07197190311,19783.6957960161,3269.98607315804
Surfin4.2_3D7A,9071.47970031272,11519.7613498975,12458.7697056587,24113.4778040321,2421.34197723956,19209.8103835316,7140.42768404774,3013.62419847582,20641.4656789382,34831.3776791403,12426.1516986452,63275.9643557497,51240.1655794798,8125.56944740529,13838.9037475037,8853.51957098609,28155.0374643746,7066.84530534124,28472.0378997538,27194.8917196926,2377.51323187833,6496.94132402227,8182.45942528081,25397.448920034,7556.3338188439,46789.070562476,6746.67118686004,15692.1279387242,11545.4281433383,9634.58459818242,8388.73331393527,171420.669924803,9477.67887696868,54182.3644459753,6047.70652500755,7002.76641721421,126670.501780559,35100.4409775959,15169.5068791335,29723.9767091321,19949.1725705719,53274.7956181419,9386.03779324968,14886.2430063398,10168.7549626408,33288.8800642251,55223.2849644468,4811.17780677063,8474.71458142829,6356.48174516259,2451.15871950541,8117.01041174283,14423.0866977439,3809.94920693317,2993.26065132641,7475.54932735167,7421.06701560665,10732.1648054859,42494.4672835514,43330.130513324,9199.42689524811,21281.8070678554,47342.7392641082,6810.02104844467
Surfin4.2_3D7B,252.018770640923,180.874737871055,73.0296077495931,241.794308580822,164.001353949832,2600.82423367051,336.494195346714,146.56254123181,327.615185504326,416.601363578846,245.366490694969,240.381225748427,260.224729268212,181.356105570587,282.555498656778,401.991873538722,391.344953902041,168.765552632504,453.070302871257,152.218204732454,184.159008472589,282.975818857118,293.451563285211,111.051868669273,137.773498189592,368.925823024173,109.914991324156,245.405391373778,85.8789043742408,108.711151512525,196.563611679971,265.061840431584,272.605291655588,162.486297441504,477.392537799188,291.555959255563,229.643484537897,187.471545324476,1317.90168017992,419.115026882629,208.646033656217,234.434953319241,596.498717935823,270.780657977902,338.627846858927,330.61798041696,246.315819871765,177.77707088012,246.413324024836,174.86053538346,222.130956764557,296.760359455064,185.138194730855,210.71598459301,130.321836867365,302.883240158158,211.893106723029,353.436725449903,259.719102871511,252.85853662414,139.625770728307,230.498627400195,694.137526907831,230.456043274506
Surfin4.2_Conserved,5795.13053197618,20222.3704293319,5300.63920877585,5351.37510334916,3454.71688351684,12887.0886651227,4254.51746373954,10584.8183779081,13748.5289054263,14755.9046850274,8950.43972591023,7084.93680224173,23997.5870328954,7499.11295945825,12561.2404951463,10855.2643314348,12212.081978432,13282.5270086097,23647.3595196756,5181.66671346591,7949.1214824186,7735.77398346065,23149.3230775895,5538.43366475402,15071.4064510608,41295.9177839551,8436.59227188377,6711.08795195793,39040.7228635744,18120.9339025679,27063.250373335,7333.26340654232,6199.98588625188,15157.7291780881,8211.3102598546,5237.01363822189,7664.60323729729,16587.5084988551,19044.2196565999,14288.3587729893,15130.0097948961,5783.61167415519,10506.6203835115,7384.99938384549,14780.5572702056,18161.6438222667,6167.07364622896,4827.11407287404,3946.29726160397,6543.06997687431,4240.02992121234,6141.5872738665,3898.30300124684,4821.56254288227,3740.80736136459,5364.03627606331,10129.8214628196,11810.2918809196,14128.0649651626,13436.9264790737,5818.96898109205,8570.38862760848,35041.4586583057,5215.86349569668
Surfin4.2_K1,3333.92103199577,4554.91873130428,2776.89945791349,3225.92089013772,1856.10264167498,4991.79910283514,3061.12779563282,3299.48742252769,7930.76143961529,7410.99914548029,4737.2319147202,4761.52458497375,7269.4696245591,3545.89449345935,4534.07340072385,4712.66956364887,5880.22987980658,3472.0030207813,7267.92994828011,1956.46511911267,1732.04574903246,3266.77393478791,3540.65533838199,2752.98847486628,3568.13070036772,7326.4567512193,3568.01024077563,4410.02427087127,3057.05037586134,3709.95893543498,3019.39344642834,2880.0855859539,3866.79121944689,3309.53425183143,3370.82231125913,3165.76139827449,3423.06194434617,8344.90988864663,6331.84258942647,8464.66234137454,5673.14605615232,2222.08838358069,6491.00178601619,3232.00879488766,5104.96310085682,4479.30223034544,2408.02283706578,2299.91371242411,2288.74442632016,4142.92641520934,1699.94671559714,3810.38509245761,1535.6394991221,3011.02932836541,2057.69109987591,3293.51187807493,2872.26755330265,7634.66909654885,6669.25507434246,5212.55966800498,2739.55804558373,3569.08512923321,14933.4166161296,2524.50091810576
Surfin4.2_K1A,645.390729890607,701.224138990491,1320.74449678013,1120.87224670904,368.46383019055,4506.7005350235,578.539478200633,537.842483426508,2334.37649801815,2477.65764606188,1063.5265108531,7228.16999220204,4469.60796982241,1564.53396057312,1982.72074631373,1373.30494789985,3254.75004411401,1224.12475716138,1751.03968450723,2771.90295425763,256.957697295091,707.349637421982,854.940531656939,1952.38276026077,687.305303794397,3709.82734278655,791.436902231694,1546.97709927491,4858.35344012078,1131.34229819876,685.161231354978,13247.8643599673,813.276322056923,9940.71195990365,1072.41370528497,1205.99587104946,7523.49618284346,2340.14643703148,1439.15053796754,3740.6416667614,1231.99300587492,16646.8745761811,2683.52664998234,1800.95726168205,1491.36771601665,5904.54169095877,7232.46199790395,572.991738829723,1055.44469610471,592.714392532155,484.94010100679,1194.13060674037,1562.58482357033,676.887973820817,676.72619383528,2043.97713377912,1105.51452751134,1963.63366047554,4974.78854955818,4763.09895741823,754.625040862102,2221.39037504865,3567.58675913817,1121.3295026316
TLP,2482.88808902338,13515.2040890889,6827.6072743608,5122.15724944574,1470.31934018882,38965.0831322907,4151.48635183125,2860.89168151874,17247.8150879453,17276.4417979353,5580.34127580111,65920.4369502634,11729.2254474158,4400.23588625196,2881.99260790594,3754.01205544155,5731.74629115525,11295.8748341867,13035.1492395437,37091.6379914805,1469.15577971235,2296.7464002183,4062.48308689839,8843.7235342672,5226.70088382387,65895.795145359,2418.27992428105,4462.33360725471,7479.38983905498,21072.7028210353,40682.9735989457,11430.4362156651,3312.24664414926,4603.15282901009,9426.85993868024,2389.69363190152,6287.21650673629,4801.95747659189,9956.49932767282,5054.86776595357,14328.6456524972,26144.3486161571,10069.7237239397,25632.9032069357,54304.0794513969,6456.76808628882,3026.84153197531,3995.46246322456,2485.00759322218,12853.1186733324,1299.06717350018,1541.30186716608,18653.0543351814,3788.20453632527,1237.15732197898,1695.06668766661,2432.31627975686,7578.47603139568,13349.86943631,11346.7099777172,7710.57915340881,1789.78855029557,22104.4493217635,2251.7099646491
